user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT)
2293493,1993,Male,nairobi,9 to 12,Completed University,Other/Unemployed,Yes,No,OPTOUT,NO,-,-,-,-,-,,00:03.5,00:00.0
17398852,1997,Male,riftvalley,9 to 12,In Uni,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Because I like it,,00:03.5,51:00.2
18002175,NA,Female,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.6,00:03.4
18002306,2000,Female,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:03.5
2906913,1998,Male,nyanza,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.7,57:45.4
5747451,1992,Male,western,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,OPTOUT,NO,-,-,-,-,-,,00:03.7,00:00.0
18002735,1992,Male,nairobi,9 to 12,Completed Uni,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,5,Its one of the best banks for small scale business people,,00:03.7,08:29.4
18002021,1995,Male,riftvalley,13 to 17,In Uni,Street / Market Seller,Yes,Yes,FINISHED,YES,Yes,Equity,Other,10,Positive feedback,,00:03.7,02:27.8
18002242,1995,Male,western,9 to 12,In Uni,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:03.5
17405350,1995,Male,eastern,9 to 12,In College,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:02.8
2908561,1995,Male,eastern,13 to 17,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,It''s reliable,speed/efficiency,00:03.8,02:09.5
5611448,1995,Female,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:03.4
2319762,1995,Male,eastern,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,9,It has someone at times has more interesta,,00:03.9,15:26.7
17406795,1996,Female,NA,13 to 17,Completed College,Farm owner,Yes,Yes,TIMEDOUT,YES,Yes,KCB,Teller or Branch transactions,10,-,,00:04.0,00:03.4
17394881,1996,Female,riftvalley,1 to 4,In College,Student,No,No,FINISHED,YES,No,-,-,-,-,,00:04.1,05:55.9
2303555,1996,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,8,It''s reliable,speed/efficiency,00:04.1,01:21.2
18002748,1997,Female,riftvalley,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:03.5
18002755,1998,Female,riftvalley,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:03.5
18002603,1992,Female,eastern,13 to 17,In Uni,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.3
18002107,1992,Male,nairobi,9 to 12,Completed Uni,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,9,Low withdrawal amount,account,00:03.5,36:47.1
2913944,1996,Female,coast,1 to 4,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.3
2933302,1994,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:03.5,42:47.6
18002598,1992,NA,nairobi,13 to 17,In PostGrad,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,9,Lower charges,rates/charges,00:03.5,22:57.4
17405685,1981,Male,riftvalley,1 to 4,No school,Farm owner,No,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,2,Quick access to service delivery,"accessibility,service,speed/efficiency",00:03.5,04:12.5
18003050,1996,Female,eastern,9 to 12,In Uni,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.4
2898758,1992,Female,eastern,9 to 12,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Very safe and efficient,"security,speed/efficiency",00:03.5,22:49.4
5704754,1995,Male,riftvalley,5 to 8,Completed Secondary,Student,No,No,FINISHED,YES,Yes,National Bank,Social media,8,Its very efficient in service delivery,"service,speed/efficiency",00:03.5,17:05.5
18003060,1989,Female,NA,NA,NA,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.6,00:03.3
2277091,1996,Male,nairobi,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:03.3
5704621,1999,Female,NA,NA,In College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:03.3
2910433,1996,Male,nairobi,13 to 17,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:03.3
2890265,1992,Female,eastern,13 to 17,Completed College,Own Business,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,5,handle customers in apolite manner,service,00:04.0,55:54.4
2304065,1994,Female,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:03.3
17397871,1990,Male,nairobi,9 to 12,In College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:03.3
18001955,2000,Female,NA,NA,NA,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:04.0,03:48.5
18003015,1999,Female,eastern,5 to 8,Completed Secondary,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:03.2
2901108,1995,Male,riftvalley,5 to 8,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Quick,speed/efficiency,00:04.0,12:39.3
18003038,1992,Female,riftvalley,1 to 4,Completed Secondary,Non-skilled worker,No,No,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:03.3
18002743,1994,Female,riftvalley,1 to 4,Completed Uni,Student,No,No,FINISHED,YES,No,-,-,-,-,,00:04.2,20:21.6
2914937,1996,Male,central,13 to 17,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,They offer good service,service,00:04.2,44:02.0
18002362,1996,Male,riftvalley,13 to 17,Completed Uni,Own my own company,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,because they charge low interest,,00:04.3,08:04.4
17399208,1997,Male,riftvalley,9 to 12,In College,Skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:04.3,02:10.0
2920418,1991,Male,western,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,KCB,Mobile banking,9,Very efficient and easy to access,"accessibility,speed/efficiency",00:04.4,01:51.0
2706654,1996,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Other,ATM,7,reliable and customer services,"service,speed/efficiency",00:04.4,52:31.4
18001859,2000,Female,riftvalley,9 to 12,In College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.4,00:03.3
5618135,1996,Female,nairobi,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,7,It''s convenient reliable economical on charges,"accessibility,speed/efficiency",00:04.4,05:02.1
18001971,1989,Female,riftvalley,5 to 8,In College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.4,00:03.3
18002776,1993,Male,riftvalley,13 to 17,No school,Own my own company,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,10,Their charges are not much,rates/charges,00:04.4,03:04.4
18003042,1975,Female,riftvalley,13 to 17,Completed College,Farm owner,No,No,FINISHED,YES,Yes,KCB,Mobile banking,10,1,,00:04.5,52:03.9
2886838,1993,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,7,Efficiency and good work force,speed/efficiency,00:04.5,03:47.1
2279970,1991,Male,western,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.6,00:03.3
2906268,1996,Male,coast,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:04.7,01:29.2
17384578,NA,NA,NA,NA,NA,NA,NA,NA,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,welcoming customers,service,00:04.8,05:20.5
2889631,1992,Male,riftvalley,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,7,Quick service,"service,speed/efficiency",00:04.8,19:59.4
17406598,1987,Female,nairobi,5 to 8,Some Primary,Other/Unemployed,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.8,00:03.3
2283628,1997,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.8,00:03.4
2932659,1995,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,9,Effective but not very efficient,speed/efficiency,00:04.8,09:41.2
2927688,1994,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,Timely service,"service,speed/efficiency",00:02.3,28:19.2
2913977,1997,Male,central,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,9,Its effective and efficient,speed/efficiency,00:02.3,17:21.3
2931282,1994,Female,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:02.3,15:35.4
2927104,1992,Male,nairobi,9 to 12,Completed Uni,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,2,Easily accessible and customers friendly,"accessibility,service,staff",00:02.3,04:24.2
18002652,1996,Female,riftvalley,9 to 12,In College,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Because it has assisted me to save my money...,,00:02.3,12:49.7
2943132,1997,Male,nyanza,13 to 17,Some University,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:02.4,00:03.5
2280457,1993,Male,coast,13 to 17,In PostGrad,Skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:02.4,00:41.8
2954684,1998,Male,riftvalley,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.4,00:03.4
2950397,1997,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.4,00:03.4
17398693,1998,Male,riftvalley,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.4,00:03.3
5612980,1998,Female,nyanza,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,9,they are quick and fast in offerring services,"service,speed/efficiency",00:02.7,04:05.2
2309904,1993,Male,nairobi,9 to 12,In PostGrad,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,8,Best customer service,service,00:02.7,51:32.1
18002290,1998,Male,nairobi,9 to 12,In College,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,it''s convenient for most people because they have branches country wide,"accessibility,facilities",00:02.7,02:53.3
2911436,1992,Male,eastern,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:02.7,00:03.5
2909825,1995,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,They have best customer service and support,service,00:02.8,22:55.2
2283630,1994,Female,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,0,They are not transparent on money issues,,00:02.8,16:04.4
5748013,1996,Male,western,9 to 12,None,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.8,00:03.5
2292559,1995,Male,central,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,7,The have nice service,"security,service",00:02.8,03:31.3
17403389,1988,Female,central,5 to 8,Completed Secondary,Skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:02.8,41:48.3
17399094,1994,Male,riftvalley,5 to 8,In College,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,Very reliable,speed/efficiency,00:02.8,04:46.2
2293693,1993,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,10,Its operations are faster and available everywhere,speed/efficiency,00:03.0,10:49.2
17399476,1996,Female,riftvalley,9 to 12,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,They attend to customers accurately,service,00:03.0,05:51.1
18002974,1998,Male,riftvalley,9 to 12,Some College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,8,The offer relatively quality service,service,00:03.0,18:25.9
2274824,1996,Male,Nairobi,9 to 12,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,10,They respond good,information/communication,00:03.1,04:16.1
2955163,1993,Male,riftvalley,13 to 17,Some Secondary,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,1,,00:03.1,17:35.8
2898468,1992,Male,riftvalley,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,It''s convenient,accessibility,00:03.1,02:03.5
2914755,1997,Male,eastern,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:03.5
18002037,1995,Male,nairobi,5 to 8,In Uni,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:03.5
18002423,1980,Female,western,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.2,24:34.1
17395002,1995,Male,riftvalley,5 to 8,In College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.4,00:03.5
2271600,1994,Female,riftvalley,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.6
2940315,1996,Male,riftvalley,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.5
18002207,1998,Male,eastern,13 to 17,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.6
18003030,1985,Male,riftvalley,9 to 12,Completed Uni,Skilled worker,Yes,Yes,FINISHED,NO,-,-,-,-,-,,00:03.5,35:41.3
17391359,1996,Male,western,1 to 4,Some Secondary,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.6
18002563,1990,Female,western,9 to 12,In Uni,Student,No,No,FINISHED,YES,No,-,-,-,-,,00:02.9,55:38.1
2424801,1995,Female,nyanza,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.0,00:05.8
2922129,1995,Female,western,5 to 8,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,National Bank,Teller or Branch transactions,10,Transparency,,00:03.0,21:00.0
2942855,1996,Female,western,5 to 8,Completed Secondary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.0,00:05.4
2907704,1999,Female,nairobi,13 to 17,In Uni,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.0,01:08.2
2421195,1991,Female,NA,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.0,12:50.6
2907124,1993,Male,Nairobi,5 to 8,Some Primary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,10 =Highly,,00:03.0,04:13.3
18003099,NA,Female,NA,NA,NA,NA,NA,NA,FINISHED,YES,No,-,-,-,-,,00:03.0,13:58.6
18002714,1974,Female,riftvalley,9 to 12,Some Primary,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,saves time,speed/efficiency,00:03.0,07:28.9
18002950,1984,Female,coast,9 to 12,In College,Street / Market Seller,No,No,FINISHED,NO,-,-,-,-,-,,00:03.0,06:53.3
17402719,1998,Male,nairobi,13 to 17,In Uni,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,10,Thebank responds to customers grievances and its transaction cost are low. The bank id secure nad is the best among the rest,"account,security,service",00:03.3,45:12.8
2264943,1962,Female,riftvalley,1 to 4,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:05.8
2934369,1990,Male,coast,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,8,didn''t receive 10 because they charge me for checking my account balance,account,00:03.4,47:20.7
5618048,1994,Male,coast,NA,Some University,Student,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,0,Efficiency,speed/efficiency,00:03.4,05:08.1
2293678,1993,Male,western,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.5,01:24.7
18002693,1977,Female,coast,9 to 12,Some College,Farm owner,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.7
17405175,1996,Female,NA,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.9
18001970,1998,Female,riftvalley,5 to 8,In Uni,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.9
2279562,1995,Male,nyanza,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.7
2280953,1996,Male,riftvalley,1 to 4,Completed Primary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.9
2887413,1992,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,It is very efficient and sufficient,speed/efficiency,00:03.6,03:23.2
17388350,1996,Male,NA,9 to 12,In College,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,5,Averaging in their work,,00:03.6,54:22.7
5615819,1994,Male,nairobi,9 to 12,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,There services are quite reliable,"service,speed/efficiency",00:03.7,33:45.7
2951639,1999,Male,NA,9 to 12,In Secondary,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:03.7,50:22.7
18002760,1998,Female,NA,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,Equity,Other,8,It is very secure,security,00:03.8,09:39.5
18002123,1996,Male,nyanza,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:05.9
2950847,1998,Female,nyanza,9 to 12,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.9,24:58.1
17393062,1999,Female,NA,13 to 17,No school,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:05.9
2892308,1996,Male,nairobi,9 to 12,Completed Secondary,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,Its reliable and efficient more so security wise its very good.,"security,speed/efficiency",00:03.9,06:00.2
2922500,1993,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,"Excellent services,,maximum customer satisfaction",service,00:04.0,04:34.2
18001998,1974,Female,western,9 to 12,Completed Secondary,Farm owner,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.0,00:05.7
17404482,1996,Female,central,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,They value their customers,service,00:04.1,33:56.2
18002705,1989,Male,nyanza,13 to 17,Completed College,NA,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:05.7
18002142,1991,Female,nyanza,9 to 12,Completed College,Street / Market Seller,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,The services are good,service,00:04.2,24:23.0
2913587,1995,Male,nyanza,1 to 4,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,Competency and honesty to it''s customers.,service,00:04.3,08:09.4
2282719,1995,Male,riftvalley,9 to 12,Some Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,9,Good customer service,service,00:04.3,14:04.3
5616122,1992,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.3,00:04.9
2298103,1994,Male,nairobi,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Fast and efficient....,speed/efficiency,00:02.8,03:13.3
2307828,1991,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.8,00:08.4
17388416,1997,Female,eastern,9 to 12,In College,Student,Yes,No,FINISHED,YES,Yes,Other,ATM,10,10= Highly likely,,00:02.8,04:52.3
2280674,1992,Female,western,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:02.8,07:09.1
2289261,1989,Male,central,9 to 12,Completed PostGrad,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.8,00:08.1
18002687,1999,Male,nairobi,9 to 12,In Secondary,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:02.8,06:45.4
2893372,1994,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,Fast customer service,"service,speed/efficiency",00:02.8,07:26.8
2302599,1994,Female,riftvalley,9 to 12,Completed College,Street or Market Seller,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.0,00:08.5
5616052,1994,Female,eastern,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Good customer relationship,service,00:03.1,09:59.3
17404218,1996,Female,western,5 to 8,Some College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.1,03:02.4
18002642,1999,Male,central,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.1,00:08.1
2304623,1970,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,00:03.1,39:47.1
18001926,NA,Female,eastern,5 to 8,Some Secondary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:08.4
18002315,1991,Female,nyanza,9 to 12,Completed Uni,Street / Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Its accessible,accessibility,00:03.2,11:39.4
2285070,1994,Female,nyanza,9 to 12,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,10,Their banking services are good plus customer services is satisfying too,"accessibility,service",00:03.2,03:52.4
2902298,1992,Female,nyanza,13 to 17,Some Secondary,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,9,its very efficient,speed/efficiency,00:03.2,35:58.9
2927976,1995,Male,riftvalley,5 to 8,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.2,01:20.1
2266012,1996,Female,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,ATM,7,Good products but there is room for improvement,,00:03.3,02:38.5
2274700,1990,Female,riftvalley,5 to 8,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.4,01:10.6
2938982,1995,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,"Low cost.
 Money safe",security,00:03.5,15:30.5
2891303,1993,Male,nairobi,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,4,Not easy to find a KCB agent in the estate,speed/efficiency,00:03.5,13:14.1
18002370,1999,Male,western,9 to 12,In Secondary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:08.5
5748389,1997,Male,eastern,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,"It''s all over the country,to access it''s services is easier","accessibility,service",00:03.6,21:23.4
2915459,1996,Male,nairobi,13 to 17,Completed Primary,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.6,00:08.0
